"idx","calories","carb","category","cholesterol","content","fat","img","n_size","name","protein","sat_fat","size","sodium","sugar","trans_fat","where"
"738","340kcal","1530mg","면류 > 국수","0mg","'- 양념이 잘 베이는 넓은 면발- 다가수 숙성제면법으로 면발이 쫄깃하면서도 부드러우며 잘 퍼지지 않습니다.- 조리법 대로 삶아 헹궈 드시면 나트륨 함량이 줄어듭니다.","3g","https://ottogi.co.kr/pds/product/2022-03-21_1009000861[7].png","1회 제공량 100g 당 함량","옛날 칼국수","7g","0g","""500G, 900G, 1.5KG, 3KG""","9g","69g","1g","""밀가루(밀:호주산,미국산), 정제소금(국산)"""
"41","575kcal","1230mg","카테고리없음 > 카테고리없음","0mg","""1. 중화풍의 굵은 면발로 쫄깃하고 부드러운 면과 볶음양파, 볶음춘장 등을 사용하여 고소하고 진한 맛의 짜장면입니다.""","18g","https://ottogi.co.kr/pds/product/prod_img12_01_08.jpg","1회 제공량 135g 당 함량","짜장파티","6g","0g","135g","13g","90g","8g",""
"926","340kcal","1530mg","면류 > 국수","0mg","'- 가늘고 쫄깃한 면발- 다가수 숙성제면법으로 면발이 쫄깃하면서도 부드러우며 잘 퍼지지 않습니다.- 조리법 대로 삶아 헹궈드시면 나트륨 함량이 줄어듭니다.","3g","https://ottogi.co.kr/pds/product/2022-03-21_1009000861[9].png","1회 제공량 100g 당 함량","옛날 국수 세면","7g","0g","""500G, 900G""","9g","69g","1g","""밀가루(밀:호주산,미국산), 정제소금(국산)"""
"1389","kcal","mg","분말/건조식품 > 분말짜장","mg","Rich Gan Jjajang seasoned with roasted black bean paste and onions.\n1. The authentic taste of black bean paste is preserved by direct roasting with onions.\n2. Simply cut off just the amount you need from the solid block.","g","https://ottogi.co.kr/pds/product/2017-06-22_438542277[18].jpg","","ROASTED GAN JJAJANG (SOLID)","g","g","""106g, 212g""","g","g","g",""
"2374","340kcal","1530mg","면류 > 국수","0mg","""- 쫄깃하고 찰진 식감- 다가수 숙성제면법으로 면발이 쫄깃하면서도 부드러우며, 잘 퍼지지 않습니다.- 조리법 대로 삶아 헹궈드시면 나트륨 함량이 줄어듭니다.""","3g","https://ottogi.co.kr/pds/product/2022-04-18_557924711[1].png","","알뜰국수","7g","0g","3KG","9g","69g","1g","""밀가루(밀:호주산,미국산), 정제소금(국산)"""
"343","225kcal","2500mg","조미소스/식품 > 육류소스","'-mg","1)오뚜기 바베큐소스 매운맛은 화끈한 불맛이 살아있는 매운 바베큐소스 입니다. 2)어떤 요리에나 화끈한 매운맛과 참숯향 가득한 불맛을 살리고 싶을때 간편하게 사용할 수 있습니다.3)오뚜기 바베큐소스 매운맛은 구수하고 진한 쇠고기와 닭 육수를 사용하여 소스의 맛과 풍미를 살렸습니다.","1.4g","https://ottogi.co.kr/pds/product/2017-05-18_693220038[13].jpg","100g 기준","바베큐소스 매운맛","40g","'-g","280g","2g","51g","0.9g","""정제수,설탕,고추장[물엿,혼합양념(중국산),소맥분(밀:미국산,호주산),밀쌀,주정],양조간장[양조간장원액(탈지대두:인도산),천일염(호주산),기타과당,주정,굴농축액],기타과당,맥아물엿,고추분(베트남산),마늘,쇠고기베이스,식물성유지,치킨엑기스,변성전분,쇠고기다시,정제소금,주정,양파분,합성향료(숯불구이향),젖산,후추분,카레분,파프리카추출색소,잔탄검,향미증진제"""
"51","500kcal","""1,490mg""","라면류 > 진라면 매운맛","0mg","쫄깃하고 부드러운 면발에 진한 국물과 얼큰한 양념이 잘 조화된 맛입니다.","18g","https://ottogi.co.kr/pds/product/2020-08-03_792027579[5].jpg","1회 제공량 110g 당 함량","오뚜기 진라면 매운맛","6g","0g","""110g, 660g(110gX6)""","10g","74g","10g","""면:소맥분(밀:미국산,호주산),변성전분,팜유(말레이시아산),글루텐,정제소금,유화유지,마늘시즈닝,치킨추출농축액,야채추출물,난각분말,면류첨가알칼리제(산도조절제),비타민B2,녹차풍미유.스프류:참맛매운육수분말[참맛베이스15호{정제소금(국산)},마늘(중국산)],포도당,발효복합분,복합지미분,숙성마늘맛분,마늘양념분말,볶음마늘분,설탕,간장분말,기타 식용유지가공품,정제소금,효모조미분,칠리맛분말,옥수수전분,쇠고기간장분말,쇠고기향미분말,후추분말,고춧가루,구아검,조미아미노산분말,향미증진제,칠리추출물,고추농축소스,산도조절제,건파,조미쇠고기맛후레이크,건당근,건표고버섯,건조채심,건고추입자밀,대두,계란,우유,쇠고기,돼지고기,닭고기,땅콩,조개류(굴,홍합 포함) 함유메밀,토마토,오징어,새우,게,고등어 혼입가능"""
"2041","335kcal","710mg","냉장/냉동식품 > 냉동피자","30mg","""로스팅 조리로 버섯의 향기를 극대화하고, 큼직한 스테이크를 곁들여 맛의 깊이를 더한 프리미엄 피자입니다.1. 돌판오븐에 구워 만든 정통피자의 풍부한 맛! 2. 생 효모 반죽 : 살아있는 효모가 만든 깊고 진한 밀의 풍미3. 알찬 25cm : 전자레인지에 꽉 차는 25cm 크기로 푸짐하고 든든하게4. 1/4 컷팅선 : 비닐을 벗기기 전에 눌러 깔끔하게 분리 가능""","14g","https://ottogi.co.kr/pds/product/2019-11-21_604063404[9].jpg","1회 제공량 150g당","머쉬룸&스테이크 피자","5g","0g","430g","14g","38g","5g","""밀가루(밀:미국산, 캐나다산), 피자치즈[모짜렐라치즈(외국산), 고다치즈(외국산), 분말셀룰로스], 정제수, 스테이크피자소스 10.8%[물엿, 우스타소스(정제소금:국산), 토마토케첩(토마토페이스트:외국산), 토마토페이스트, 혼합과일소스], 갈릭버터스테이크6.87%[소고기, 선진갈릭버터소스, 다진마늘, 자연치즈, 혼합제제1{폴리인산나트륨, 피로인산나트륨, 말토덱스트린, 정제소금, 프로테아제(세균성), 메타인산나트륨, 식물성유지, 파프리카추출색소}], 로스트혼합버섯3.93%[새송이버섯39.2%(중국산), 양송이버섯39.2%(중국산), 만가닥버섯19.6%(중국산)], 로스트양파, 식물성유지, 냉동슈퍼스위트콘, 그린빈볶음, 로스트파프리카, 바싹불고기, 설탕, 탈지분유, 효모, 정제소금"""
"1342","kcal","mg","냉장/냉동식품 > 얼음류","mg","지리산 지하 암반수로 만든   깨끗한 얼음의 체험!","g","https://ottogi.co.kr/pds/product/img201.jpg","","SNOW VALLEY FRESH ICE 1KG","g","g","1kg","g","g","g",""
"522","4kcal","0mg","조미소스/식품 > 식초","0mg","1. 양조식초는 발효식초에 속하며 맥아엑기스를 주원료로 초산발효를 거쳐서 만든 것입니다.2. 맥아엑기스는 보리싹(맥아)에 들어있는 효소로 겉보리를 분해하여 농축시킨 것으로 100% 보리가 들어있습니다.","0g","https://ottogi.co.kr/pds/product/img271.jpg","100 ml 당 함량","양조식초","0g","0g","""500ml, 900ml, 1,5L, 1.8L""","0g","1g","0g","""정제수,주정6%,맥아엑기스0.2%(80Brix기준),발효영양원"""
"1527","75kcal","390mg","분말/건조식품 > 스프","5mg","""1. Soft and delicious soup made with high quality broccoli chips and cream.\n2. Prepare hot water, and you are served.""","2.2g","https://ottogi.co.kr/pds/product/cupsoup051.jpg","Total Content 54gPer Serving 18g","CUP SOUP BROCCOLI","3g","0g","54g[18g x 3]","g","13g","1.3g","""PROCESSED STARCH(DENMARK:POTATO STARCH,DEXTRIN),MILK CREAM POWDER 20%[MILK CREAM(ITALY),MILK SUGAR(USA),WHOLE MILK POWDER,DRIED WHEY,LECITHIN],CORN POWDER(IMPORTED: AUSTRALIA,BRAZIL,UKRAINE),MILK SUGAR95,DEXTRIN,WHEY,SALT,CAMEMBERT CHEESE POWDER,CHICKEN STOCK POWDER,MIXED VEGETABLE POWDER,SUGAR,VEGETABLE OIL,BROCCOLI CHIP 1%(CHINA),ONION POWDER,AMINO ACID COMPLEX,SPINACH POWDER,FLAVOR ENHANCER,BLACK PEPPER POWDER"""
"336","kcal","mg","냉장/냉동식품 > 얼음류","mg","지리산 지하 암반수로 만든 깨끗한 얼음의 체험!","g","https://ottogi.co.kr/pds/product/img21.jpg","","생얼음","g","g","""1KG, 2KG, 3KG""","g","g","g","먹는물100%"
"591","125kcal","1040mg","분말/건조식품 > 카레","0mg","""1. 열대지방의 천연향신료와 치즈분, 토마토분을 조화시켜 더욱 부드러운 카레입니다.2. 미국 동북부의 버몬드(VERMONT)주에서 전해오는 사과와 벌꿀에 의한 요리법을 응용한 부드러운 카레입니다.3. 고형카레는 국내 최초 낱개 분리형 트레이 적용으로 1인분씩 간편하게 사용할 수 있습니다.4. HACCP 인증""","8g","https://ottogi.co.kr/pds/product/2023-04-17_459522205[14].PNG","""총 제공량 100g, 200g25g(1인분)""","프리미엄 바몬드카레 고형 (순한맛)","4g","0g","""100g(4인분), 200g(8인분)""","1g","12g","5g","""혼합유지[가공유지1{팜스테아린유(말레이시아산)},팜유(말레이시아산),가공유지2,팜스테아린유,유화제],밀가루(밀:미국산/호주산),카레분10.05%[강황(인도산),코리안더(모로코산),쿠민,훼누그릭,휀넬],전분가공품(감자전분,덱스트린),정제소금,덱스트린,옥수수분,조미혼합분,설탕,토마토분,식물성크림,양파맛분말,변성전분,오뚜기비프시즈닝,벌꿀분말,유크림분,로스팅양파분,숙성양념분,조미유,오뚜기비프분말,조미양념분,사과분,쇠고기브이용분말,체다치즈파우더,조미간장분말,맛베이스,마늘분[쇠고기,닭고기,밀,토마토,우유,대두 함유]* 돼지고기, 오징어, 새우, 계란, 잣, 조개류(굴 포함)혼입가능"""
"2320","85kcal","1530mg","조미소스/식품 > 소스류","0mg","""붓고 하루면 장아찌 완성!초간편 1일 숙성, 간편장아찌소스!대용량으로 더욱 업그레이드된 '간편함' - 직접 우린 다시마와 표고버섯으로 깊은 감칠맛!- 양조식초와 매실액으로 새콤~달콤한 마무리!- 양조간장과 가쓰오부시엑기스를 사용하여 완성도 높은 장아찌로 숙성됩니다.- 끓이고 식힐 필요 없이 손질된 채소에 붓기만 하면 장아찌를 손쉽게 담글 수 있습니다.< 참 쉬운 사용법>1) 손질한 야채를 밀폐용기에 담아 잠길 만큼 소스를 붓고, 하루 상온숙성 후 냉장보관하면 OK!2) 추천요리 : 양파장아찌, 고추장아찌, 깻잎장아찌, 명이나물 장아찌, 연어장3) 한 번에 다양한 절임반찬 및 저장반찬을 만들고 싶은 분들께 추천드립니다.* 고추, 양파, 깻잎, 명이나물 등 다양한 야채로 장아찌를 담글 수 있습니다.* 마늘은 식초와 물을 1:1로 섞은 후 일주일 숙성시켜 매운맛을 빼주시면 더욱 좋습니다.""","0g","https://ottogi.co.kr/pds/product/2021-10-08_902287993[1].jpg","100g기준","간편장아찌소스","18g","0g","1.97KG","1g","21g","0g","""양조간장[양조간장원액(탈지대두:인도산),천일염(호주산),기타과당,주정,굴농축액],표고다시마추출액[표고버섯(중국산),건다시마(국산)],정제수,설탕,발효식초(주정,발효영양원),가쓰오부시엑기스[훈연가다랑어농축액{가쓰오부시분말(인도네시아산)},정제소금(국산)],청주,농축매실추출액,효모추출물,마늘엑기스"""
"709","315kcal","530mg","라면류 > LL면","0mg","'- 쫄깃하고 부드러운 면발!- 각종 찌개 전골에 넣어 드시면 좋습니다.","2.2g","https://ottogi.co.kr/pds/product/2022-05-19_748323640[1].jpg","1회 제공량 1봉지(200g)","생면사리","0g","0g","200g","9g","65g","0g","""밀가루(밀:미국산,캐나다산),변성전분,옥배유(옥수수:수입산),정제소금,혼합제제(산도조절제,정제수)"""
"516","515kcal","770mg","조미소스/식품 > 상온드레싱","25mg","""1.햄, 오이피클과 다양한 향신료가 잘 조화되어 빵에 살짝 바르기만 하면 맛있는 샌드위치가 됩니다.2.카나페 토핑, 야채샐러드 드레싱으로도 사용할 수 있습니다.""","50g","https://ottogi.co.kr/pds/product/26.jpg","1회 제공량 1큰술(20g)/총 약12회 제공량(245g)","햄 스프레드&딥소스","11g","0g","245g","2g","14g","10g","""식물성유지[외국산(미국,중국,아르헨티나 등)],정제수,설탕,스위트렐리시(미국산:피클,설탕,기타과당,식초,물엿),발효식초(주정,발효영양원),스모크햄5%[돼지고기(국산,외국산),전분(옥수수:외국산),복합조미식품,로스구이맛분말,두류가공품],베이컨스타일탑핑4%,난황액,정제소금,겨자분,양파분,정제포도당,영양강화제,잔탄검,햄맛분말0.1%,향미유,마늘분,후추분,효소제제"""
"983","480kcal","870mmg","냉장/냉동식품 > 냉장면류","0mg","""부드럽고 쫄깃한 냉면사리배, 사과를 갈아 넣은 매콤달콤 비빔장""","4.8g","https://ottogi.co.kr/pds/product/2017-05-16_351474191[9].jpg","","집밥식 비빔냉면","19g","0.6g","400g(2인분)","12g","99g","1.8g","""밀가루(밀-호주산, 미국산), 비빔장 25%[정제수, 고추장{물엿, 밀가루(밀-호주산, 미국산), 주정, 종국, 혼합양념(중국산)}, 정백당, 물엿, 양파(국산), 화이트식초, 고춧가루(중국산), 마늘, 참기름, 비빔장베이스, 정제소금, 볶은참깨, 대두유, 배농축액, 쇠고기엑기스, 올레오레진파프리카, 혼합제제(주정,차카테킨)], 감자전분조제(감자전분-외국산, 변성전분), 혼합고구마전분, 메밀가루프리믹스, 메밀가루, 주정, 정제소금, 흑미가루"""
"564","120kcal","""1,100mg""","카테고리없음 > 카테고리없음","12mg","""1. 계란, 파, 당근 등의 푸짐한 건더기가 시원한 멸치국물과 잘 어우러져 가정에서 주로 먹는 잔치국수 고유의 맛을 재현하였습니다.2. 면을 기름에 튀기지 않고 동결건조 하여 맛이 깔끔하며 120Kcal로써 칼로리 부담 없이 가볍게 즐길 수 있습니다.3. 조리시간이 1분으로 간편합니다.""","0g","https://ottogi.co.kr/pds/product/img_big(so)1.jpg","1회 제공량 37.7g 당 함량","컵소면 잔치국수","1g","0g","37.7g","2g","28g","0g",""
"278","255kcal","65mg","다류 > 액상","0mg","'- 남도의 품질 좋은 유자만을 엄선하였습니다.- 유자의 새콤달콤함을 그대로 느끼실 수 있습니다.","0g","https://ottogi.co.kr/pds/product/2019-11-05_1045511261[11].png","100g 기준","유자차","54g","0g","1kg","0g","64g","0g","""유자절임53.33%[유자50%(국산),설탕],설탕,정제수,셀롤로스검,구연산,비타민C,카라기난"""
"1651","kcal","mg","향신료류 > 와사비","mg","""1. Fresh wasabi directly packed, preserving the unique spicy taste of wasabi, and fresh texture.\n2. No artificial colorants and preservatives added, only natural colorants included.""","g","https://ottogi.co.kr/pds/product/2017-06-22_438542277[62].jpg","Per 100g","WASABI","g","g","43g","g","g","g","""INGREDIENTS: PREPARED FRESH WASABI 40%(PREPARED FRESH WASABI 100%:CHINA),D-SORBITOL SOLUTION,CORN OIL(CORN OIL1 00%:IMPORTED),MUSTARD POWDER 5%,WATER,SALT,CITRUS FIBER,VITAMIN-C,SEASONING OIL,TURMERIC OLEORESIN,GARDENIA BLUE"""
"2402","165kcal","840mg","레토르트/간편식 > 3분","0mg","""1.비건 브랜드인 HELLO VEGGIE 적용-영국 비건 소사이어티 인증2.8가지 자연유래원물(채소)이 듬뿍-새송이버섯,병아리콩,물밤,연근,토마토,셀러리,양파,당근3.담백하고 순한맛으로 남녀노소 누구나 부드럽게 즐길 수 있는 짜장4. 전자레인지용 스탠딩파우치로 간편하게 데우기만 하면 끝!""","4.4g","https://ottogi.co.kr/pds/product/2022-07-06_513721250[3].jpg","","헬로베지_채소가득카레","12g","0g","200G","4g","27g","0.7g","""정제수,양파(국산),양파퓨레(중국산),다이스토마토(미국산:토마토,토마토주스,구연산,염화칼슐),감자,당근민스,병아리콩,새송이버섯,연근,당근,물밤,셀러리,이소말토올리고당,과일소스,식물성유지,카레분,사과퓨레,야채혼합농축액,토마토페이스트,정제소금,양파맛분말,마늘,생강,변성전분,향미증진제,설탕,덱스트린,후추분,쿠민,오레가노,카르다몸"""
"2383","145kcal","250mg","농/축/수산식품 > 참치","25mg","기름을 줄인 가벼운참치의 새로운 표준!시장 상위 3개 제품 대비 지방 함량을 40% 줄였습니다.","7g","https://ottogi.co.kr/pds/product/2022-04-22_125624956[13].jpg","100g","가벼운참치 라이트스탠다드","0g","0g","""100G, 400G(100GX4),135G,540G(135GX4), 200G""","19g","1g","1.6g","""가다랑어(원양산:태평양),정제수,대두유[외국산(아르헨티나,미국,중국 등)],양파엑기스(중국산),양배추엑기스"""
"1211","kcal","mg","다류 > 분말","mg","""Traditional health tea, providing the soft scent and fresh taste of pomegranate.""","g","https://ottogi.co.kr/pds/product/tea_l_img081.jpg","","POMEGRANATE TEA","g","g","14g x 20","g","g","g",""
